"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"LI.M56","LI.M56","suppression of MAPK signaling",161827,12,0.437857830881955,0.22797494473761,0.316784461362302
"LI.M196","LI.M196","platelet activation - actin binding",234597,17,0.448133517224517,0.229476648037366,0.317250158373117
"LI.M11.2","LI.M11.2","formyl peptide receptor mediated neutrophil response",118923,9,0.428987295197282,0.230303662931894,0.317250158373117
"LI.M221","LI.M221","TBA",158156,9,0.570511294360395,0.231889866480703,0.317250158373117
"LI.M145.0","LI.M145.0","cytoskeleton/actin (SRF transcription targets)",272277,16,0.552599853872382,0.233114070492621,0.317250158373117
"LI.M15","LI.M15","Ran mediated mitosis",176859,13,0.441734478262824,0.233442959689354,0.317250158373117
"LI.M43.0","LI.M43.0","myeloid, dendritic cell activation via NFkB (I)",255986,15,0.554154219162662,0.233811532905043,0.317250158373117
"LI.M85","LI.M85","platelet activation and degranulation",162615,12,0.439989934738141,0.23577708343812,0.318667464334335
"LI.M59","LI.M59","CCR1, 7 and cell signaling",133942,10,0.434862504464141,0.237799027409989,0.320149663361309
"LI.M183","LI.M183","TBA",134262,10,0.435901431771696,0.241332875817533,0.323568340526155
"LI.M202","LI.M202","enriched in extracellular matrix & associated proteins",206262,12,0.558086301503296,0.242941348619939,0.323568340526155
"LI.M159","LI.M159","G protein mediated calcium signaling",134425,10,0.436430635368982,0.243143839701735,0.323568340526155
"LI.M7.3","LI.M7.3","T cell activation (II)",428062,30,0.4635565229633,0.244748785952384,0.324456244979022
"LI.M26.0","LI.M26.0","TBA",463010,28,0.537181932513772,0.247864679736158,0.327332744995079
"LI.S3","LI.S3","Plasma cell surface signature",382319,23,0.539904028108071,0.253772391603311,0.332220239158849
"LI.M20","LI.M20","AP-1 transcription factor network",208182,15,0.450668918041304,0.254094721854359,0.332220239158849
"LI.M17.2","LI.M17.2","Hox cluster III",205091,12,0.554917908590106,0.254992954530721,0.332220239158849
"LI.M89.1","LI.M89.1","putative targets of PAX3",135512,10,0.439959741566832,0.255406311029635,0.332220239158849
"LI.M139","LI.M139","lysosomal/endosomal proteins",150102,11,0.443040141676505,0.256467469748366,0.332351103119606
"LI.M18","LI.M18","T cell differentiation via ITK and PKC",150225,11,0.44340318772137,0.257812432233337,0.332847393853488
"LI.M98.0","LI.M98.0","TBA",236757,14,0.54911888449246,0.262230668487346,0.337048333548436
"LI.M26.2","LI.M26.2","TBA",236677,14,0.548933337662759,0.263014595543577,0.337048333548436
"LI.S6","LI.S6","CD4 T cell surface signature Th1-stimulated",107479,8,0.436154757653475,0.26584056072378,0.339412671625195
"LI.M13","LI.M13","innate activation by cytosolic DNA sensing",151085,11,0.445941558441558,0.267317477829717,0.34004355635692
"LI.M199","LI.M199","platelet activation & blood coagulation",165793,12,0.448588698767276,0.268686880502404,0.340533555508542
"LI.M104","LI.M104","TBA",136937,10,0.444586214733288,0.271958154890812,0.343421611650441
"LI.M5.0","LI.M5.0","regulation of antigen presentation and immune response",1137846,77,0.480810203007118,0.280090017878975,0.3512903134752
"LI.M97","LI.M97","enriched for SMAD2/3 signaling",137632,10,0.446842634979384,0.280220018841489,0.3512903134752
"LI.M4.13","LI.M4.13","cell junction (GO)",153019,11,0.451649940968123,0.28931917948165,0.361387855959028
"LI.M223","LI.M223","enriched in T cells (II)",167780,12,0.453964955572151,0.290375609989596,0.36140273761295
"LI.M35.1","LI.M35.1","signaling in T cells (II)",185103,11,0.546348878394333,0.297228850304793,0.368606387833184
"LI.M172","LI.M172","enriched for TF motif TTCNRGNNNNTTC",168447,10,0.546888088049089,0.303792484147174,0.375400712553293
"LI.M224","LI.M224","transmembrane and ion transporters (II)",183635,11,0.542015938606848,0.314684413942896,0.386108875017428
"LI.M154.0","LI.M154.0","amino acid metabolism and transport",485215,30,0.525448599244122,0.314689892355245,0.386108875017428
"LI.S2","LI.S2","B cell surface signature",2551176,163,0.51068214901682,0.318758708569483,0.389151316003618
"LI.M217","LI.M217","TBA (source: B cells)",140806,10,0.457147495211194,0.319418999263086,0.389151316003618
"LI.M244","LI.M244","TBA",150705,9,0.543633530290241,0.32514454498747,0.393915418986543
"LI.M92","LI.M92","lipid metabolism, endoplasmic reticulum",141291,10,0.458722119411707,0.325606386792345,0.393915418986543
"LI.M93","LI.M93","TBA",141432,10,0.459179896756599,0.327414345660245,0.394418141975527
"LI.M51","LI.M51","cell adhesion",608952,38,0.520750418600037,0.328948675762734,0.394418141975527
"LI.M47.4","LI.M47.4","enriched in B cells (V)",156379,11,0.461567296340024,0.329441742863952,0.394418141975527
"LI.M152.2","LI.M152.2","TBA (source: memory B cells)",213825,13,0.534063150953858,0.335295746198983,0.400042510982235
"LI.M140","LI.M140","extracellular matrix, complement",201802,14,0.468046516590206,0.339419246852933,0.403570650897301
"LI.M2.2","LI.M2.2","extracellular matrix (III)",202683,14,0.470089851052282,0.34916697590152,0.413738950897006
"LI.M24","LI.M24","cell activation (IL15, IL23, TNF)",217823,15,0.471539593886652,0.351333513333344,0.413949423074663
"LI.M37.2","LI.M37.2","endoplasmic reticulum",262777,18,0.474092235969935,0.351737371051881,0.413949423074663
"LI.M58","LI.M58","B cell development/activation",180274,11,0.532095631641086,0.356189850260907,0.417768434543302
"LI.M245","LI.M245","translation initiation factor 3 complex",188493,13,0.470792309190906,0.357665641301995,0.418082134765169
"LI.M149","LI.M149","TBA",164078,10,0.532703483653128,0.36010917787119,0.418434506479602
"LI.M7.2","LI.M7.2","enriched in NK cells (I)",701175,47,0.484937492565225,0.360385788817692,0.418434506479602
"LI.M181","LI.M181","nucleotide metabolism",129593,9,0.467476859366996,0.367712943673433,0.425513974953204
"LI.M210","LI.M210","extracellular matrix, collagen",508704,32,0.51648851489652,0.373376184072424,0.42928787380743
"LI.M107","LI.M107","Hox cluster VI",163081,10,0.529466575760527,0.373455635884498,0.42928787380743
"LI.M89.0","LI.M89.0","putative targets of PAX3",235227,16,0.477405017048222,0.377146094181364,0.432094531744212
"LI.M112.1","LI.M112.1","complement activation (II)",145423,10,0.472137268270511,0.380126463424715,0.433214270068549
"LI.M158.1","LI.M158.1","interferon alpha response (II)",162550,10,0.527742605759553,0.38062756676543,0.433214270068549
"LI.M5.1","LI.M5.1","T cell activation and signaling",350661,22,0.517689316432374,0.386942042616373,0.438957202443493
"LI.M154.1","LI.M154.1","transmembrane transport (SLC cluster)",251366,17,0.480166113337587,0.388516298715625,0.439302742992177
"LI.M234","LI.M234","transcription elongation, RNA polymerase II",209095,13,0.522249197000804,0.390577707247426,0.440195070708825
"LI.M36","LI.M36","T cell surface, activation",193105,12,0.522487201965432,0.393667347582284,0.442236695660618
"LI.M34","LI.M34","cytoskeletal remodeling (enriched for SRF targets)",161148,10,0.523190805493328,0.399755730483365,0.447622921512118
"LI.M206","LI.M206","Wnt signaling pathway",207304,14,0.480807499802856,0.401801202228141,0.448461987003022
"LI.M35.0","LI.M35.0","signaling in T cells (I)",207808,14,0.48197644482997,0.407671026457844,0.453550402425769
"LI.M135.0","LI.M135.0","enriched in plasma membrane proteins (I)",223201,15,0.48318179850197,0.410769205784088,0.455532516670815
"LI.M152.0","LI.M152.0","TBA (source: B cells)",332298,21,0.51392381571011,0.412568591944845,0.456066239018902
"LI.M116","LI.M116","TBA",193446,13,0.483163242368386,0.416744995856451,0.459215823459656
"LI.M239","LI.M239","enriched in calcium signaling proteins",178700,12,0.483511369416756,0.421598585783866,0.462929130770155
"LI.M90","LI.M90","TBA",190790,12,0.516223470458998,0.422843523075368,0.462929130770155
"LI.M135.1","LI.M135.1","enriched in plasma membrane proteins (II)",239574,16,0.486227471992207,0.424352490993709,0.462929130770155
"LI.M157","LI.M157","enriched in NK cells (III)",194161,13,0.484949072617103,0.425466657759853,0.462929130770155
"LI.M142","LI.M142","transmembrane and ion transporters (I)",149087,10,0.484032985942015,0.43059447825059,0.466917331174286
"LI.M88.2","LI.M88.2","enriched in hepatocyte nuclear factors (II)",164376,11,0.48517119244392,0.432379282410675,0.466917331174286
"LI.M130","LI.M130","enriched in G-protein coupled receptors",158738,10,0.515366384208305,0.433180529788861,0.466917331174286
"LI.M193","LI.M193","TBA",158413,10,0.514311223661569,0.437730462839453,0.467984864856625
"LI.M41.3","LI.M41.3","TBA",158397,10,0.514259277296192,0.437954677431267,0.467984864856625
"LI.M83","LI.M83","enriched in naive and memory B cells",149722,10,0.486094607317944,0.439482665811376,0.467984864856625
"LI.M3","LI.M3","regulation of signal transduction",701300,45,0.506547631945799,0.439581159186136,0.467984864856625
"LI.M109","LI.M109","receptors, cell migration",225961,15,0.489156600424298,0.442186804598058,0.469314829420024
"LI.M163","LI.M163","enriched in neutrophils (II)",219758,14,0.509692502516479,0.450030780503876,0.476179357964346
"LI.M102","LI.M102","TBA",181486,12,0.491049492948905,0.457248839984766,0.481088707068491
"LI.M9","LI.M9","B cell development",172522,11,0.509214876033058,0.457857309840457,0.481088707068491
"LI.M99","LI.M99","TBA",156912,10,0.50943800525957,0.458841830441047,0.481088707068491
"LI.M61.2","LI.M61.2","enriched in NK cells (receptor activation)",212720,14,0.493369020173579,0.465768436018183,0.485534924328035
"LI.M33","LI.M33","inflammatory response",151597,10,0.492182072010649,0.465889002534415,0.485534924328035
"LI.M170","LI.M170","TBA",187179,12,0.506453131595182,0.46915067744325,0.487465869055149
"LI.M166","LI.M166","TBA",259186,17,0.495104088267768,0.472139197335456,0.489102282269664
"LI.M187","LI.M187","metabolism in mitochondria, peroxisome",137020,9,0.494268048972289,0.476261093138599,0.491899517092404
"LI.M200","LI.M200","antigen processing and presentation",122181,8,0.495816154270688,0.483660988749981,0.496582811049868
"LI.M189","LI.M189","extracellular region cluster (GO)",244945,16,0.497128186393895,0.484139052034763,0.496582811049868
"LI.M155","LI.M155","G protein coupled receptors cluster",152954,10,0.496587773124249,0.485101127557385,0.496582811049868
"LI.M82","LI.M82","signal transduction, plasma membrane",201133,13,0.502362790790611,0.488237316704816,0.497000737320365
"LI.M122","LI.M122","enriched for cell migration",168616,11,0.497685950413223,0.489403633543185,0.497000737320365
"LI.M197","LI.M197","TBA",216391,14,0.50188330032146,0.490271004788602,0.497000737320365
"LI.M44","LI.M44","T cell signaling and costimulation",153388,10,0.497996818285121,0.491255064056546,0.497000737320365
"LI.M30","LI.M30","cell movement, Adhesion & Platelet activation",308587,20,0.501099347211848,0.493213267976336,0.497527086646683
"LI.M62.0","LI.M62.0","T & B cell development, activation",599609,39,0.499629200038663,0.496805538170616,0.499693942462306
"LI.M225","LI.M225","metabolism of steroids",138643,9,0.500122647158554,0.499499072673163,0.499764233722472
"LI.M61.0","LI.M61.0","enriched in NK cells (II)",307934,20,0.500038972427008,0.499764233722472,0.499764233722472
