"","ID","Title","cerno","N1","AUC","cES","P.Value","adj.P.Val"
"LI.M4.8","LI.M4.8","cell division - E2F transcription network",46.2810316501586,19,0.656881144794957,1.21792188553049,0.167573438252374,0.287031730867929
"LI.M36","LI.M36","T cell surface, activation",30.4464315295616,12,0.632747816487548,1.26860131373173,0.170392872596246,0.290423319794587
"LI.M209","LI.M209","lysosome",21.1430923446553,8,0.669029802291984,1.32144327154096,0.173075604499245,0.293549799787934
"LI.M6","LI.M6","mitotic cell division",67.944513810196,29,0.620475692242892,1.17145713465855,0.174536997874107,0.294584396411908
"LI.M212","LI.M212","purine nucleotide biosynthesis",30.2398854456573,12,0.632498890656623,1.25999522690239,0.176927820950933,0.297170029364188
"LI.M54","LI.M54","BCR signaling",30.1029404590427,12,0.653984977867247,1.25428918579344,0.181363352321684,0.302786082542816
"LI.M112.0","LI.M112.0","complement activation (I)",41.2931145476594,17,0.606995633221139,1.2145033690488,0.182021691239612,0.302786082542816
"LI.M62.1","LI.M62.1","enriched for unknown TF motif CTCNANGTGNY",25.474971928284,10,0.625697217622805,1.2737485964142,0.18386014245176,0.304380905685688
"LI.M15","LI.M15","Ran mediated mitosis",32.2472814215991,13,0.60767682217127,1.24028005467689,0.185071344271411,0.304927071990039
"LI.M89.0","LI.M89.0","putative targets of PAX3",38.8845796065864,16,0.595332034421172,1.21514311270582,0.187360046178896,0.307234957241222
"LI.M80","LI.M80","TBA",45.424523081638,19,0.61105071720611,1.19538218635889,0.190201004717357,0.310304341448287
"LI.M89.1","LI.M89.1","putative targets of PAX3",25.2773540230801,10,0.643300542190189,1.263867701154,0.191025504995622,0.310304341448287
"LI.M200","LI.M200","antigen processing and presentation",20.584268622972,8,0.692602993214947,1.28651678893575,0.195049755571911,0.315360819756454
"LI.M230","LI.M230","cell cycle, mitotic phase",27.2822633677169,11,0.667883707201889,1.24010288035077,0.200701417133925,0.322989257341107
"LI.M50","LI.M50","CD1 and other DC receptors",24.7351320237768,10,0.64059608454271,1.23675660118884,0.211752736635291,0.339196513313939
"LI.M182","LI.M182","enriched in DNA interacting proteins",29.1684814203577,12,0.653192203210061,1.2153533925149,0.213854477141359,0.340984558022628
"LI.M10.1","LI.M10.1","E2F1 targets (Q4)",48.8889925346993,21,0.645408991787686,1.16402363177856,0.215943652199379,0.342145685287636
"LI.M35.1","LI.M35.1","signaling in T cells (II)",26.8608206107791,11,0.67737012987013,1.22094639139905,0.216560419300555,0.342145685287636
"LI.M4.2","LI.M4.2","PLK1 signaling events",74.6165118526573,33,0.606191553589045,1.13055320988875,0.218556761679283,0.343730179731963
"LI.M143","LI.M143","nuclear pore, transport; mRNA splicing, processing",26.5808918539957,11,0.694628099173554,1.20822235699981,0.227578364107795,0.356299158286412
"LI.M4.14","LI.M4.14","Rho GTPase cycle",24.3005604586286,10,0.684578422778481,1.21502802293143,0.229509577682295,0.357704116567901
"LI.M70.1","LI.M70.1","TBA",24.2123020059816,10,0.556102074607967,1.21061510029908,0.233241379181034,0.361890211644116
"LI.M141","LI.M141","TBA",56.7965701016042,25,0.517585915675957,1.13593140203208,0.236655683403639,0.365076561721494
"LI.M4.6","LI.M4.6","cell division in stimulated CD4 T cells",46.0098042446541,20,0.63545516547043,1.15024510611635,0.237405278576116,0.365076561721494
"LI.M173","LI.M173","erythrocyte differentiation",32.9035154797543,14,0.591180031450188,1.17512555284837,0.239315504381591,0.36638568369925
"LI.S7","LI.S7","CD4 T cell surface signature Th2-stimulated",28.4457506176244,12,0.600336049871749,1.18523960906768,0.241688714842061,0.368388966235035
"LI.M104","LI.M104","TBA",23.6616973333734,10,0.612035323528457,1.18308486666867,0.257482297351471,0.390740679314075
"LI.M70.0","LI.M70.0","TBA",47.4159420221555,21,0.52168607618429,1.12895100052751,0.261296130516207,0.394796773618375
"LI.M130","LI.M130","enriched in G-protein coupled receptors",23.3757410083663,10,0.592253498263043,1.16878705041832,0.270723609598153,0.407262473569395
"LI.M204.0","LI.M204.0","chaperonin mediated protein folding (I)",31.8657098658136,14,0.624253753844298,1.1380610666362,0.280010153921299,0.419409148297703
"LI.M4.10","LI.M4.10","cell cycle (II)",29.412143797411,13,0.618963768876101,1.13123629990042,0.292676050678167,0.436491006614852
"LI.M18","LI.M18","T cell differentiation via ITK and PKC",25.0168617413838,11,0.543096221959858,1.13713007915381,0.296269060886813,0.439953197711748
"LI.M7.4","LI.M7.4","T cell activation (III)",29.1118949059208,13,0.639064974249077,1.11968826561234,0.306018316267635,0.452488621489751
"LI.M184.1","LI.M184.1","TBA",24.7095287152487,11,0.532125147579693,1.12316039614767,0.311166104884863,0.458142435277287
"LI.M191","LI.M191","transmembrane transport (II)",39.5470533670539,18,0.57311365858763,1.09852926019594,0.314519065903393,0.461116935604127
"LI.M96","LI.M96","Hox cluster V",22.3439561510707,10,0.556644264796598,1.11719780755353,0.322142047290893,0.47030020406181
"LI.M240","LI.M240","chromosome Y linked",28.3879456825132,13,0.539045991997482,1.09184406471205,0.339637105726637,0.492254734120401
"LI.M145.1","LI.M145.1","cytoskeleton/actin (SRF transcription targets)",30.4934658212407,14,0.55610008395994,1.0890523507586,0.340025668944439,0.492254734120401
"LI.M235","LI.M235","mitochondrial cluster",36.7245594039215,17,0.626840981245392,1.08013410011534,0.343694932551675,0.495493527761999
"LI.M4.9","LI.M4.9","mitotic cell cycle in stimulated CD4 T cells",32.378566878451,15,0.579536303416028,1.07928556261503,0.350133157866975,0.502680799261301
"LI.M228","LI.M228","olfactory receptors",21.7305363139992,10,0.470724976461803,1.08652681569996,0.35530967771239,0.508004745820194
"LI.M125","LI.M125","TBA",21.6710004017882,10,0.516716989708126,1.08355002008941,0.358626554112554,0.510636986514171
"LI.M199","LI.M199","platelet activation & blood coagulation",25.6769115466246,12,0.555123542972174,1.06987131444269,0.369759571068365,0.524331195039567
"LI.M57","LI.M57","immuregulation - monocytes, T and B cells",27.5363095946334,13,0.507358120157653,1.05908883056282,0.38164542004978,0.538976797294792
"LI.M42","LI.M42","platelet activation (III)",21.2113269208568,10,0.594535891691828,1.06056634604284,0.384789211577485,0.541207590267519
"LI.M233","LI.M233","TBA",27.3951002040177,13,0.456810382292556,1.05365770015453,0.388848518031114,0.54470278234318
"LI.M4.7","LI.M4.7","mitotic cell cycle",41.8476234507548,20,0.592099964275275,1.04619058626887,0.390577205979616,0.54491819866511
"LI.M155","LI.M155","G protein coupled receptors cluster",21.0150305509632,10,0.529424369338658,1.05075152754816,0.396248379909898,0.550610198589658
"LI.M29","LI.M29","proinflammatory cytokines and chemokines",20.7645018995317,10,0.509532158046817,1.03822509497659,0.411108541740962,0.568974221769491
"LI.M162.0","LI.M162.0","plasma membrane, cell junction",35.0956281553958,17,0.472653190652113,1.03222435751164,0.415972990196901,0.573412966566246
"LI.M123","LI.M123","enriched in B cell differentiation",22.7184256576022,11,0.546520070838253,1.03265571170919,0.417772255060137,0.573607937503204
"LI.M184.0","LI.M184.0","TBA",34.9276986150356,17,0.509541583730979,1.0272852533834,0.423766079748868,0.579537800763274
"LI.M247","LI.M247","enriched in nuclear pore complex interacting proteins",9.95188697182835,5,0.59352723495423,0.995188697182835,0.444724523663287,0.605521992125377
"LI.M83","LI.M83","enriched in naive and memory B cells",20.1873511197597,10,0.543060290250317,1.00936755598799,0.446266208069281,0.605521992125377
"LI.M178","LI.M178","enriched for promoter motif NATCACGTGAY (putative SREBF1 targets)",20.1555506082744,10,0.565225155027434,1.00777753041372,0.44823785929419,0.605821481702304
"LI.M4.4","LI.M4.4","mitotic cell cycle - DNA replication",54.2743235427524,27,0.581478112728113,1.00508006560653,0.463932453391229,0.624593886666791
"LI.M208","LI.M208","TBA",19.7692643408198,10,0.577465017369566,0.988463217040989,0.472444044898367,0.633587750135019
"LI.M17.0","LI.M17.0","Hox cluster I",27.6529177076464,14,0.56186131302214,0.987604203844514,0.482949298996719,0.645175511401022
"LI.M115","LI.M115","cytokines - recepters cluster",21.2883808912683,11,0.515554899645809,0.96765367687583,0.502981973045247,0.669352933360213
"LI.M8","LI.M8","E2F transcription factor network",27.1522233458487,14,0.544603138524624,0.969722262351738,0.509969666367311,0.676051741621034
"LI.M102","LI.M102","TBA",23.1127704516519,12,0.49142017597974,0.963032102152164,0.513149221328719,0.677670345724186
"LI.M134","LI.M134","Membrane, ER proteins",32.3543882926532,17,0.514489071591486,0.951599655666271,0.548387373858835,0.721452590704018
"LI.M172","LI.M172","enriched for TF motif TTCNRGNNNNTTC",18.0054919010425,10,0.471341839550664,0.900274595052126,0.58704644991409,0.769386635114678
"LI.M94","LI.M94","growth factor induced, enriched in nuclear receptor subfamily 4",21.3761952254534,12,0.478657315713714,0.890674801060558,0.616445465535966,0.80245436093637
"LI.M27.0","LI.M27.0","chemokine cluster (I)",48.3834149172335,26,0.486941692382654,0.930450286869875,0.616915780373048,0.80245436093637
"LI.M249","LI.M249","TBA",17.2634927861999,10,0.503240154540437,0.863174639309996,0.635803618675375,0.823925288620524
"LI.M17.3","LI.M17.3","Hox cluster IV",16.7802945886065,10,0.450215902081101,0.839014729430324,0.667190502100009,0.861372812412699
"LI.M93","LI.M93","TBA",16.3825809724409,10,0.538511736631928,0.819129048622045,0.692623949208691,0.890884336156903
"LI.M78","LI.M78","myeloid cell cytokines, metallopeptidases and laminins",17.8282346607299,11,0.473335301062574,0.810374302760451,0.716122315932945,0.9176974863437
"LI.M4.11","LI.M4.11","mitotic cell cycle in stimulated CD4 T cells",17.682894974111,11,0.503949232585596,0.803767953368682,0.724615169689195,0.925154423293216
"LI.M38","LI.M38","chemokines and receptors",17.5757990457724,11,0.522623966942149,0.798899956626019,0.730822036631516,0.925382160829805
"LI.M110","LI.M110","axon guidance",15.7504081009084,10,0.497078016947502,0.78752040504542,0.731982779013334,0.925382160829805
"LI.M27.1","LI.M27.1","chemokine cluster (II)",24.8010772068392,15,0.455987790622159,0.826702573561308,0.734640304360177,0.925382160829805
"LI.M77","LI.M77","collagen, TGFB family et al",60.2968590976292,34,0.474631552591794,0.886718516141605,0.735491601815597,0.925382160829805
"LI.M0","LI.M0","targets of FOSL1/2",19.1798594438352,12,0.442157212896523,0.799160810159799,0.742330760748796,0.926351388303075
"LI.M99","LI.M99","TBA",15.5580836448389,10,0.414025518651992,0.777904182241945,0.743633793855234,0.926351388303075
"LI.M112.1","LI.M112.1","complement activation (II)",15.5386178687574,10,0.440894776143632,0.776930893437869,0.744803524902518,0.926351388303075
"LI.M189","LI.M189","extracellular region cluster (GO)",26.323245670073,16,0.468710423770093,0.82260142718978,0.749133594869966,0.926351388303075
"LI.M61.1","LI.M61.1","enriched in NK cells (KIR cluster)",11.9173628243921,8,0.477903937928124,0.744835176524508,0.749648522326188,0.926351388303075
"LI.S3","LI.S3","Plasma cell surface signature",38.8171808573892,23,0.501193293829894,0.843851757769331,0.76463867688362,0.941512392176984
"LI.M17.2","LI.M17.2","Hox cluster III",18.5672738350927,12,0.460031169843177,0.77363640979553,0.774655787713939,0.950464193436251
"LI.M2.0","LI.M2.0","extracellular matrix (I)",51.3040546579273,30,0.462271097971692,0.855067577632122,0.780568369862141,0.954334473400357
"LI.M1.0","LI.M1.0","integrin cell surface interactions (I)",48.973123245082,29,0.487414274800096,0.844364193880723,0.794816362113439,0.968332610180457
"LI.M151","LI.M151","TBA",14.5812251788789,10,0.441076588422454,0.729061258943944,0.799847694859918,0.971043166391339
"LI.M133.1","LI.M133.1","cell cell adhesion",16.2161272396018,11,0.462039551357733,0.737096692709173,0.805016329976269,0.973900874726535
"LI.M207","LI.M207","TBA",14.2982682191816,10,0.404369987987403,0.71491341095908,0.815056738109228,0.982611956048059
"LI.M221","LI.M221","TBA",12.3107432701334,9,0.449790417649648,0.683930181674075,0.830786169653126,0.995044199856123
"LI.M98.1","LI.M98.1","TBA",7.38424948190682,6,0.390905156089379,0.615354123492235,0.831211865490952,0.995044199856123
"LI.M107","LI.M107","Hox cluster VI",13.9306115767883,10,0.446923801175287,0.696530578839416,0.833996583694438,0.995044199856123
"LI.M2.2","LI.M2.2","extracellular matrix (III)",20.5410040155305,14,0.394718409492576,0.733607286268945,0.843953110879956,0.999999714217606
"LI.M183","LI.M183","TBA",13.5821904625497,10,0.386104347261453,0.679109523127485,0.851032605671812,0.999999714217606
"LI.M133.0","LI.M133.0","cell adhesion, membrane",20.0165143340327,14,0.434174942828383,0.714875511929738,0.863861664166667,0.999999714217606
"LI.M88.1","LI.M88.1","enriched in hepatocyte nuclear factors (I)",16.4902318692713,12,0.453981189865472,0.687092994552971,0.869574372059316,0.999999714217606
"LI.M17.1","LI.M17.1","Hox cluster II",14.6285741009368,11,0.378128689492326,0.664935186406216,0.877678716771821,0.999999714217606
"LI.M244","LI.M244","TBA",11.1996978971378,9,0.338599946612413,0.622205438729879,0.885690925195486,0.999999714217606
"LI.M175","LI.M175","cell development",15.659185643464,12,0.372687966059504,0.652466068477668,0.899983059589995,0.999999714217606
"LI.M195","LI.M195","muscle contraction, SRF targets",14.0019583248291,11,0.385554899645809,0.636452651128595,0.901409687157194,0.999999714217606
"LI.M82","LI.M82","signal transduction, plasma membrane",17.0904353771357,13,0.420122185756318,0.657324437582141,0.906325396465814,0.999999714217606
"LI.M88.2","LI.M88.2","enriched in hepatocyte nuclear factors (II)",13.636424032279,11,0.401794569067296,0.619837456012682,0.913879400378406,0.999999714217606
"LI.M206","LI.M206","Wnt signaling pathway",18.1586220108878,14,0.359469150520227,0.648522214674566,0.922083310823931,0.999999714217606
"LI.M162.1","LI.M162.1","cell junction",13.2975983398842,11,0.414049586776859,0.604436288176553,0.924527666760333,0.999999714217606
"LI.M108","LI.M108","TBA",10.1062809022206,9,0.363782294079028,0.561460050123366,0.928382098806682,0.999999714217606
"LI.M1.1","LI.M1.1","integrin cell surface interactions (II)",14.5837207688276,12,0.426131259672933,0.607655032034482,0.932350111923864,0.999999714217606
"LI.M152.2","LI.M152.2","TBA (source: memory B cells)",15.1713058788524,13,0.312497814543402,0.583511764571245,0.954120285848121,0.999999714217606
"LI.M51","LI.M51","cell adhesion",55.6353741865843,38,0.425018001084341,0.732044397191899,0.961833658859091,0.999999714217606
"LI.M239","LI.M239","enriched in calcium signaling proteins",13.1722057489812,12,0.341117676980854,0.54884190620755,0.963197215881164,0.999999714217606
"LI.M210","LI.M210","extracellular matrix, collagen",45.1769220049274,32,0.403232520549725,0.705889406326991,0.964201552972896,0.999999714217606
"LI.M152.1","LI.M152.1","TBA (source: naive B cells)",17.6032897045817,15,0.358566047538641,0.586776323486057,0.964609241218126,0.999999714217606
"LI.M202","LI.M202","enriched in extracellular matrix & associated proteins",12.946118283699,12,0.333952942195093,0.539421595154125,0.96700013378029,0.999999714217606
"LI.M88.0","LI.M88.0","leukocyte migration",68.6545378640908,46,0.445023636402179,0.746244976783595,0.967305977518572,0.999999714217606
"LI.M176","LI.M176","TBA",9.69295642507347,10,0.339959741566832,0.484647821253674,0.973403895234971,0.999999714217606
"LI.M220","LI.M220","TBA",9.63487705098001,10,0.316434531346385,0.481743852549,0.974319799685515,0.999999714217606
"LI.S9","LI.S9","Memory B cell surface signature",48.7384476465013,35,0.37381540346838,0.696263537807162,0.975120294886963,0.999999714217606
"LI.M225","LI.M225","metabolism of steroids",8.13313238886939,9,0.305589824614563,0.451840688270522,0.976588195613164,0.999999714217606
"LI.M122","LI.M122","enriched for cell migration",10.8210204355204,11,0.352319952774498,0.491864565250929,0.977209262950947,0.999999714217606
"LI.M187","LI.M187","metabolism in mitochondria, peroxisome",7.91816454950903,9,0.308140164058611,0.439898030528279,0.979829942907782,0.999999714217606
"LI.M85","LI.M85","platelet activation and degranulation",11.9736008698611,12,0.364251544963581,0.498900036244213,0.980203776800337,0.999999714217606
"LI.M217","LI.M217","TBA (source: B cells)",8.99095299697072,10,0.260897373461901,0.449547649848536,0.983011815312456,0.999999714217606
"LI.S8","LI.S8","Naive B cell surface signature",76.2776560194356,53,0.39982603084088,0.719600528485241,0.986929898127486,0.999999714217606
"LI.M158.0","LI.M158.0","interferon alpha response (I)",13.9467964560851,14,0.338451333385905,0.49809987343161,0.987561761092472,0.999999714217606
"LI.M164","LI.M164","xenobiotic metabolism",7.0346272853165,9,0.283910135705474,0.390812626962028,0.989831078193487,0.999999714217606
"LI.M224","LI.M224","transmembrane and ion transporters (II)",9.37486040377374,11,0.332314049586777,0.426130018353352,0.991142202211073,0.999999714217606
"LI.M116","LI.M116","TBA",11.8811988221551,13,0.342794487154511,0.456969185467504,0.991822021922168,0.999999714217606
"LI.M41.4","LI.M41.4","ATF targets network",6.64216900204745,9,0.298010951669805,0.369009389002636,0.992812830886302,0.999999714217606
"LI.M41.2","LI.M41.2","TBA",11.4153563687116,13,0.308606452966476,0.43905216802737,0.994014913117691,0.999999714217606
"LI.M197","LI.M197","TBA",12.2025352957183,14,0.32210001901855,0.43580483198994,0.995813006585144,0.999999714217606
"LI.M41.0","LI.M41.0","TBA",13.437881867005,15,0.316952418062952,0.447929395566832,0.996014803215991,0.999999714217606
"LI.M41.1","LI.M41.1","TBA",10.3285701291653,13,0.299267684714792,0.397252697275589,0.997348220505395,0.999999714217606
"LI.M166","LI.M166","TBA",15.3522618740989,17,0.329130197250037,0.451537113944086,0.997525417327381,0.999999714217606
"LI.M41.3","LI.M41.3","TBA",6.68109920940726,10,0.242417453978767,0.334054960470363,0.997607360733934,0.999999714217606
"LI.M98.0","LI.M98.0","TBA",11.3498915110169,14,0.287117483613896,0.405353268250604,0.997769677374832,0.999999714217606
"LI.M149","LI.M149","TBA",6.57798539317997,10,0.258679912989838,0.328899269658998,0.997856889745956,0.999999714217606
"LI.M154.1","LI.M154.1","transmembrane transport (SLC cluster)",14.8035889582742,17,0.291149154342519,0.435399675243358,0.998287232334214,0.999999714217606
"LI.M26.2","LI.M26.2","TBA",10.4024141969557,14,0.295752369201082,0.371514792748416,0.99898964068542,0.999999714217606
"LI.M135.1","LI.M135.1","enriched in plasma membrane proteins (II)",12.2638346309961,16,0.274378957622991,0.383244832218628,0.999361053535038,0.999999714217606
"LI.M135.0","LI.M135.0","enriched in plasma membrane proteins (I)",10.519009955937,15,0.249547560289215,0.350633665197899,0.999618775276921,0.999999714217606
"LI.M142","LI.M142","transmembrane and ion transporters (I)",4.80608040368598,10,0.204905684880361,0.240304020184299,0.999796442454696,0.999999714217606
"LI.M170","LI.M170","TBA",6.65260573146649,12,0.226389926079851,0.27719190547777,0.999816498081031,0.999999714217606
"LI.M158.1","LI.M158.1","interferon alpha response (II)",4.44221030694708,10,0.185461510989903,0.222110515347354,0.999891073449575,0.999999714217606
"LI.M90","LI.M90","TBA",6.20826523478766,12,0.213440371440631,0.258677718116153,0.999902154766702,0.999999714217606
"LI.M152.0","LI.M152.0","TBA (source: B cells)",15.0795031192254,21,0.263384834284477,0.359035788552986,0.999958380772868,0.999999714217606
"LI.M154.0","LI.M154.0","amino acid metabolism and transport",25.4822416511744,30,0.291939833013872,0.424704027519573,0.999973507665354,0.999999714217606
"LI.M26.1","LI.M26.1","TBA",13.0106284388667,21,0.254289426065977,0.309776867592063,0.999995054197629,0.999999714217606
"LI.M26.0","LI.M26.0","TBA",19.1050434560804,28,0.269182665757074,0.341161490287149,0.999999043128971,0.999999714217606
"LI.S2","LI.S2","B cell surface signature",213.893455748365,163,0.372865131563144,0.656114894933637,0.999999714217606,0.999999714217606
