"","ID","Title","cerno","N1","AUC","cES","P.Value","adj.P.Val"
"LI.M191","LI.M191","transmembrane transport (II)",42.8758307876235,18,0.5953896448327,1.19099529965621,0.200087096930746,0.342282612744046
"LI.M54","LI.M54","BCR signaling",29.5300396294578,12,0.630594066906934,1.23041831789408,0.200818989557923,0.342282612744046
"LI.M22.1","LI.M22.1","mismatch repair (II)",31.6614421090264,13,0.586254352180711,1.21774777342409,0.204553413415491,0.345853668443147
"LI.M89.0","LI.M89.0","putative targets of PAX3",38.2821016325455,16,0.618935703848027,1.19631567601705,0.205755399795628,0.345853668443147
"LI.M47.4","LI.M47.4","enriched in B cells (V)",27.1411911845277,11,0.590230224321133,1.23369050838762,0.205912877743608,0.345853668443147
"LI.M92","LI.M92","lipid metabolism, endoplasmic reticulum",24.7947971060071,10,0.552624914775494,1.23973985530036,0.209394685704666,0.350002711371085
"LI.M20","LI.M20","AP-1 transcription factor network",35.8592098624141,15,0.636158375546608,1.1953069954138,0.212722879299959,0.353856328066278
"LI.M186","LI.M186","TBA",24.4407118018021,10,0.610366546540697,1.2220355900901,0.223670821319604,0.370287579792263
"LI.M103","LI.M103","cell cycle (III)",108.207354462471,49,0.611868738133053,1.10415667818848,0.225887048450084,0.372175803636805
"LI.M200","LI.M200","antigen processing and presentation",19.8423451360006,8,0.658718306658442,1.24014657100004,0.227405460045196,0.372901844434303
"LI.M184.1","LI.M184.1","TBA",26.3786616561708,11,0.528205430932704,1.19903007528049,0.235779731658952,0.384810316764139
"LI.M29","LI.M29","proinflammatory cytokines and chemokines",23.892950653749,10,0.569686049154248,1.19464753268745,0.247099596470304,0.401391832763968
"LI.M236","LI.M236","TBA",30.3150294874224,13,0.656161489007778,1.16596267259317,0.254765717641897,0.411910926654655
"LI.M130","LI.M130","enriched in G-protein coupled receptors",23.676601666556,10,0.526083568715301,1.1838300833278,0.256804339149151,0.413275820212123
"LI.M184.0","LI.M184.0","TBA",38.86562806452,17,0.505350545751846,1.14310670778,0.259763476977604,0.416102606640051
"LI.M146","LI.M146","MHC-TLR7-TLR8 cluster",38.6094686237873,17,0.602665148672965,1.13557260658198,0.269068972858354,0.428019157850919
"LI.M89.1","LI.M89.1","putative targets of PAX3",23.3980034028991,10,0.637118924710237,1.16990017014496,0.269676810437862,0.428019157850919
"LI.M15","LI.M15","Ran mediated mitosis",29.8737145856054,13,0.599254696858437,1.14898902252329,0.272875977686538,0.43111912456412
"LI.M222","LI.M222","heme biosynthesis (II)",29.2766585445467,13,0.63559821566835,1.12602532863641,0.298652049569131,0.46969822341327
"LI.M143","LI.M143","nuclear pore, transport; mRNA splicing, processing",24.8926015929536,11,0.648612750885478,1.1314818905888,0.302238246217867,0.473187480503991
"LI.M22.0","LI.M22.0","mismatch repair (I)",58.3658702678519,27,0.621649293524294,1.08084944940466,0.318079427787114,0.495745414479015
"LI.M42","LI.M42","platelet activation (III)",22.2613186243491,10,0.595448199733775,1.11306593121746,0.326500808433556,0.506588698287042
"LI.M47.1","LI.M47.1","enriched in B cells (II)",70.3164196657208,33,0.519058280511266,1.06540029796547,0.335212989304886,0.517784349551297
"LI.M182","LI.M182","enriched in DNA interacting proteins",26.297068182709,12,0.623283223481282,1.09571117427954,0.338265710061131,0.518702443518023
"LI.M35.0","LI.M35.0","signaling in T cells (I)",30.519912860919,14,0.61703598216895,1.08999688788996,0.3388056422979,0.518702443518023
"LI.M204.0","LI.M204.0","chaperonin mediated protein folding (I)",30.4371966729953,14,0.646166834431925,1.08704273832126,0.342629325668966,0.522245580094548
"LI.M80","LI.M80","TBA",42.9616908979908,20,0.554509434575038,1.07404227244977,0.345511782549963,0.52432928404512
"LI.M35.1","LI.M35.1","signaling in T cells (II)",24.0007672001415,11,0.619276859504132,1.0909439636428,0.347189203260997,0.524574080036266
"LI.M36","LI.M36","T cell surface, activation",26.0498365002703,12,0.569517949716982,1.08540985417793,0.350641014338155,0.527486047656529
"LI.M112.0","LI.M112.0","complement activation (I)",36.3801559147061,17,0.602483677110514,1.07000458572665,0.358429023244329,0.53686771446986
"LI.M57","LI.M57","immuregulation - monocytes, T and B cells",27.8800701450795,13,0.536281077192825,1.07231039019537,0.364385206821415,0.543436558449179
"LI.M38","LI.M38","chemokines and receptors",23.292718911729,11,0.583214285714286,1.05875995053314,0.385361639054874,0.572253764433418
"LI.M10.1","LI.M10.1","E2F1 targets (Q4)",43.6595527614606,21,0.59519943086036,1.03951316098716,0.400781014505966,0.592607824867797
"LI.M4.1","LI.M4.1","cell cycle (I)",282.886175961675,139,0.56949463903056,1.01757617252401,0.407393524575338,0.5998219553322
"LI.M4.2","LI.M4.2","PLK1 signaling events",67.6935420582118,33,0.558972662488161,1.02565972815473,0.419135100189453,0.612725504537219
"LI.M247","LI.M247","enriched in nuclear pore complex interacting proteins",10.2399584775855,5,0.582107381678894,1.02399584775855,0.419699261778384,0.612725504537219
"LI.M141","LI.M141","TBA",50.850750171507,25,0.498002988371338,1.01701500343014,0.439895856653335,0.639512463874176
"LI.M123","LI.M123","enriched in B cell differentiation",22.2539105079736,11,0.539530696576151,1.01154138672607,0.444823469872797,0.643970378979028
"LI.M4.9","LI.M4.9","mitotic cell cycle in stimulated CD4 T cells",30.296202339168,15,0.551567303112958,1.0098734113056,0.450560893399714,0.649558621317921
"LI.M173","LI.M173","erythrocyte differentiation",27.5612137558208,14,0.535448721814277,0.984329062707886,0.487871398797548,0.700429477111833
"LI.M155","LI.M155","G protein coupled receptors cluster",19.3724856827479,10,0.45142690172397,0.968624284137396,0.497745974325135,0.711653335192135
"LI.M115","LI.M115","cytokines - recepters cluster",21.3156080839333,11,0.537432113341204,0.968891276542422,0.501313024504492,0.713803730364421
"LI.M233","LI.M233","TBA",24.9212599924148,13,0.435158127151114,0.95850999970826,0.523435898169897,0.742249265437641
"LI.M70.0","LI.M70.0","TBA",40.7479839354858,21,0.507081767426035,0.970190093702043,0.525907216238339,0.742709782932511
"LI.M228","LI.M228","olfactory receptors",18.6361329461471,10,0.487159507808188,0.931806647307357,0.545578217607903,0.762087682832378
"LI.M183","LI.M183","TBA",18.6208560947999,10,0.451027564040129,0.931042804739995,0.546579241382434,0.762087682832378
"LI.M4.6","LI.M4.6","cell division in stimulated CD4 T cells",38.2562163089679,20,0.561094150888247,0.956405407724198,0.548935447761635,0.762087682832378
"LI.M208","LI.M208","TBA",18.5762530796033,10,0.568260770754196,0.928812653980167,0.549503314517234,0.762087682832378
"LI.M125","LI.M125","TBA",18.5589016621346,10,0.519817538391611,0.92794508310673,0.550641389329753,0.762087682832378
"LI.M112.1","LI.M112.1","complement activation (II)",18.4500257832341,10,0.519700659069511,0.922501289161705,0.557788958609714,0.766165795677648
"LI.M4.4","LI.M4.4","mitotic cell cycle - DNA replication",51.8432324486137,27,0.555699930699931,0.960059860159513,0.558016706678518,0.766165795677648
"LI.M249","LI.M249","TBA",18.3218425311244,10,0.508295185221259,0.916092126556221,0.566216033298081,0.774350780715952
"LI.M6","LI.M6","mitotic cell division",55.340834238399,29,0.537256435131145,0.954152314455155,0.574791674872755,0.782983935062887
"LI.M178","LI.M178","enriched for promoter motif NATCACGTGAY (putative SREBF1 targets)",17.6523397997413,10,0.532171033408006,0.882616989987063,0.610298405862678,0.825246760190022
"LI.M27.0","LI.M27.0","chemokine cluster (I)",48.5445090085394,26,0.496592996089504,0.933548250164219,0.610587198290883,0.825246760190022
"LI.M102","LI.M102","TBA",21.3776992800457,12,0.445650291676137,0.890737470001905,0.616356092737058,0.829802366097363
"LI.M27.1","LI.M27.1","chemokine cluster (II)",26.8744623687552,15,0.511787245096766,0.895815412291841,0.629855373259582,0.844689764138819
"LI.M4.7","LI.M4.7","mitotic cell cycle",36.2335104448842,20,0.561574810821344,0.905837761122105,0.640531041511244,0.855690117231237
"LI.M93","LI.M93","TBA",17.0384940950736,10,0.554563163533652,0.851924704753681,0.650472674386105,0.865629020529201
"LI.M207","LI.M207","TBA",16.9186932998019,10,0.429067238076686,0.845934664990095,0.65824676328406,0.87112558903545
"LI.M1.0","LI.M1.0","integrin cell surface interactions (I)",53.0447877174293,29,0.520155083916037,0.914565305472919,0.659638451812971,0.87112558903545
"LI.M110","LI.M110","axon guidance",16.8021428124781,10,0.498892893087887,0.840107140623904,0.665781453301067,0.871304975766832
"LI.M17.0","LI.M17.0","Hox cluster I",24.2542629437521,14,0.52452233288029,0.866223676562575,0.668046239338007,0.871304975766832
"LI.M78","LI.M78","myeloid cell cytokines, metallopeptidases and laminins",18.5651991552073,11,0.549273907910272,0.843872688873061,0.672001403111037,0.871304975766832
"LI.M83","LI.M83","enriched in naive and memory B cells",16.6971172110985,10,0.42026882244083,0.834855860554924,0.67254441740354,0.871304975766832
"LI.M8","LI.M8","E2F transcription factor network",24.1626093739837,14,0.506823484662235,0.862950334785133,0.672923976619319,0.871304975766832
"LI.M151","LI.M151","TBA",16.6606919654369,10,0.512298302003182,0.833034598271847,0.674883622848298,0.871304975766832
"LI.M4.10","LI.M4.10","cell cycle (II)",21.9742312877379,13,0.549763471154471,0.845162741836072,0.690105755842896,0.886023865568993
"LI.M77","LI.M77","collagen, TGFB family et al",61.7040398678065,34,0.48732724398854,0.907412350997155,0.691405906657885,0.886023865568993
"LI.M162.0","LI.M162.0","plasma membrane, cell junction",29.1434359936729,17,0.45425388444655,0.857159882166849,0.704582442445891,0.899577583344201
"LI.M96","LI.M96","Hox cluster V",15.8117357136328,10,0.462887568585436,0.790586785681638,0.728233021264107,0.926355240284488
"LI.M133.1","LI.M133.1","cell cell adhesion",17.3880219350157,11,0.454061393152302,0.790364633409806,0.74159344255396,0.936804710016204
"LI.M0","LI.M0","targets of FOSL1/2",19.188513976495,12,0.447679578341288,0.799521415687291,0.741862689434797,0.936804710016204
"LI.M2.0","LI.M2.0","extracellular matrix (I)",52.3234259901626,30,0.471898248919788,0.872057099836044,0.749058233958914,0.942451450726488
"LI.M134","LI.M134","Membrane, ER proteins",27.9864600768871,17,0.492494718222419,0.823131178731974,0.756503431070467,0.948370243298484
"LI.M133.0","LI.M133.0","cell adhesion, membrane",22.4043125691826,14,0.471439704238353,0.800154020327949,0.76223829136045,0.951444865883925
"LI.M140","LI.M140","extracellular matrix, complement",22.3579591971973,14,0.469635261319516,0.798498542757046,0.764455701490552,0.951444865883925
"LI.M235","LI.M235","mitochondrial cluster",27.1874327986873,17,0.503398293785268,0.799630376431978,0.790007068245239,0.97972202728621
"LI.M94","LI.M94","growth factor induced, enriched in nuclear receptor subfamily 4",18.1645036446157,12,0.470813446324015,0.756854318525653,0.794956161600495,0.982338685406326
"LI.M108","LI.M108","TBA",12.8545549461159,9,0.41770736387969,0.714141941450885,0.800140047327875,0.985225823400159
"LI.M17.2","LI.M17.2","Hox cluster III",17.8532427108227,12,0.451037371343225,0.743885112950945,0.810068992774523,0.993914437943209
"LI.M98.1","LI.M98.1","TBA",7.56650894712608,6,0.420602716009306,0.630542412260506,0.818023213712153,0.99891221646208
"LI.M82","LI.M82","signal transduction, plasma membrane",19.3429512729627,13,0.416875221667741,0.74395966434472,0.821628290858532,0.99891221646208
"LI.M172","LI.M172","enriched for TF motif TTCNRGNNNNTTC",14.1501240804274,10,0.484367390669134,0.707506204021372,0.82280341529391,0.99891221646208
"LI.M240","LI.M240","chromosome Y linked",19.102463439783,13,0.441229949996753,0.734710132299347,0.832074655024393,0.999999997207625
"LI.M4.11","LI.M4.11","mitotic cell cycle in stimulated CD4 T cells",15.6329189374961,11,0.473860684769776,0.710587224431642,0.833677038841148,0.999999997207625
"LI.M17.3","LI.M17.3","Hox cluster IV",13.8412482443335,10,0.414730041232428,0.692062412216674,0.838452901380452,0.999999997207625
"LI.M51","LI.M51","cell adhesion",63.2107881118855,38,0.460201783176298,0.83172089620902,0.852473803182956,0.999999997207625
"LI.S3","LI.S3","Plasma cell surface signature",35.9661422918023,23,0.465167117623467,0.781872658517442,0.856035734175009,0.999999997207625
"LI.M176","LI.M176","TBA",13.38606082972,10,0.405347228986072,0.669303041485999,0.860212331801702,0.999999997207625
"LI.M221","LI.M221","TBA",11.3861667349728,9,0.430899147962975,0.632564818609602,0.877257027156884,0.999999997207625
"LI.M175","LI.M175","cell development",16.1597132479713,12,0.410154009329307,0.673321385332138,0.882225018191681,0.999999997207625
"LI.M1.1","LI.M1.1","integrin cell surface interactions (II)",16.1453675001961,12,0.467452947606524,0.672723645841503,0.882757588685091,0.999999997207625
"LI.M206","LI.M206","Wnt signaling pathway",19.2610894728035,14,0.378798491504275,0.687896052600125,0.889887042279523,0.999999997207625
"LI.M2.2","LI.M2.2","extracellular matrix (III)",19.1508242199258,14,0.38761660458579,0.683958007854492,0.893417933560212,0.999999997207625
"LI.M189","LI.M189","extracellular region cluster (GO)",22.4385805735587,16,0.414176408507875,0.70120564292371,0.895229583347791,0.999999997207625
"LI.M88.1","LI.M88.1","enriched in hepatocyte nuclear factors (I)",15.5376395947088,12,0.433612563178458,0.647401649779534,0.904037739120972,0.999999997207625
"LI.M244","LI.M244","TBA",10.757571027016,9,0.344656551883355,0.597642834834223,0.904359582347737,0.999999997207625
"LI.M152.2","LI.M152.2","TBA (source: memory B cells)",16.6881590528404,13,0.310289878963169,0.641852271263091,0.918201631572162,0.999999997207625
"LI.M195","LI.M195","muscle contraction, SRF targets",13.0404039194294,11,0.410047225501771,0.592745632701339,0.932028269087012,0.999999997207625
"LI.M61.1","LI.M61.1","enriched in NK cells (KIR cluster)",8.50201510870163,8,0.38459322143947,0.531375944293852,0.932498362484055,0.999999997207625
"LI.M107","LI.M107","Hox cluster VI",10.9727039414328,10,0.400675302749911,0.54863519707164,0.946927325586113,0.999999997207625
"LI.M122","LI.M122","enriched for cell migration",12.2827846545955,11,0.342116292798111,0.558308393390705,0.951260768655623,0.999999997207625
"LI.M88.2","LI.M88.2","enriched in hepatocyte nuclear factors (II)",12.1126482630539,11,0.362609208972845,0.550574921047906,0.955008836703397,0.999999997207625
"LI.M162.1","LI.M162.1","cell junction",11.9243948686146,11,0.37400826446281,0.542017948573393,0.958920827373277,0.999999997207625
"LI.M85","LI.M85","platelet activation and degranulation",12.8646504823115,12,0.373145231988052,0.536027103429645,0.96829907376284,0.999999997207625
"LI.M239","LI.M239","enriched in calcium signaling proteins",12.4561845808758,12,0.336317737588883,0.519007690869825,0.974263891390312,0.999999997207625
"LI.S9","LI.S9","Memory B cell surface signature",48.7729954050126,35,0.373030933194697,0.696757077214466,0.974902571274036,0.999999997207625
"LI.M224","LI.M224","transmembrane and ion transporters (II)",10.8221875747091,11,0.371537780401417,0.491917617032232,0.977193808108084,0.999999997207625
"LI.M152.1","LI.M152.1","TBA (source: naive B cells)",16.4622299283992,15,0.357115642724163,0.548740997613307,0.978480774355954,0.999999997207625
"LI.M220","LI.M220","TBA",9.30256439212379,10,0.334791078211746,0.46512821960619,0.97913045166185,0.999999997207625
"LI.M99","LI.M99","TBA",9.19673949338403,10,0.334294341092822,0.459836974669201,0.980514467348814,0.999999997207625
"LI.M17.1","LI.M17.1","Hox cluster II",10.4651040362668,11,0.304132231404959,0.475686547103038,0.981574922610447,0.999999997207625
"LI.M202","LI.M202","enriched in extracellular matrix & associated proteins",11.5808314374794,12,0.300702403757698,0.482534643228309,0.984230996978657,0.999999997207625
"LI.M88.0","LI.M88.0","leukocyte migration",65.1829567562403,46,0.424841187402398,0.708510399524351,0.984605162383559,0.999999997207625
"LI.M217","LI.M217","TBA (source: B cells)",8.79594911681308,10,0.256858543553781,0.439797455840654,0.985152372466289,0.999999997207625
"LI.M116","LI.M116","TBA",12.760292643632,13,0.359456408258279,0.49078048629354,0.986006811528106,0.999999997207625
"LI.M187","LI.M187","metabolism in mitochondria, peroxisome",7.3706682528288,9,0.297433788570728,0.4094815696016,0.986610375043561,0.999999997207625
"LI.S8","LI.S8","Naive B cell surface signature",76.039686313546,53,0.391495631754647,0.717355531259868,0.987601434973334,0.999999997207625
"LI.M164","LI.M164","xenobiotic metabolism",7.25900152951296,9,0.276861531357993,0.40327786275072,0.987754356753332,0.999999997207625
"LI.M166","LI.M166","TBA",18.1555139971301,17,0.354031916072268,0.533985705797943,0.988018177405921,0.999999997207625
"LI.M154.1","LI.M154.1","transmembrane transport (SLC cluster)",17.8760920225283,17,0.317777718348494,0.525767412427303,0.989555093809979,0.999999997207625
"LI.M26.2","LI.M26.2","TBA",12.9639310967935,14,0.335862955111583,0.462997539171195,0.993059354464579,0.999999997207625
"LI.M197","LI.M197","TBA",12.6996925153247,14,0.329292278004815,0.453560446975884,0.994142981960068,0.999999997207625
"LI.M41.2","LI.M41.2","TBA",11.137556253117,13,0.310329841598106,0.428367548196806,0.995080866935865,0.999999997207625
"LI.M210","LI.M210","extracellular matrix, collagen",37.2954942682072,32,0.3819923892914,0.582742097940737,0.996942474138278,0.999999997207625
"LI.M149","LI.M149","TBA",6.61451504626947,10,0.244277783188858,0.330725752313474,0.99777100576533,0.999999997207625
"LI.M41.4","LI.M41.4","ATF targets network",5.44738813977325,9,0.239533507925171,0.302632674431847,0.997972208804534,0.999999997207625
"LI.M158.0","LI.M158.0","interferon alpha response (I)",11.0988660097219,14,0.271772760797666,0.396388071775783,0.998173472378472,0.999999997207625
"LI.M41.3","LI.M41.3","TBA",6.0311910402738,10,0.226629005551768,0.30155955201369,0.998854734149757,0.999999997207625
"LI.M170","LI.M170","TBA",8.09446195211379,12,0.259524118748444,0.337269248004741,0.99899003545149,0.999999997207625
"LI.M41.0","LI.M41.0","TBA",11.5247824536426,15,0.274561631380699,0.384159415121421,0.999051848614699,0.999999997207625
"LI.M98.0","LI.M98.0","TBA",10.2809306861572,14,0.272607721531318,0.367176095934186,0.999094342000258,0.999999997207625
"LI.M154.0","LI.M154.0","amino acid metabolism and transport",30.4898447035268,30,0.330964989224955,0.508164078392114,0.999460011247932,0.999999997207625
"LI.M90","LI.M90","TBA",7.49305297868807,12,0.251480026407784,0.312210540778669,0.999476116517121,0.999999997207625
"LI.M142","LI.M142","transmembrane and ion transporters (I)",5.40915934913218,10,0.230385377098146,0.270457967456609,0.999492133671046,0.999999997207625
"LI.M135.1","LI.M135.1","enriched in plasma membrane proteins (II)",11.5785186809226,16,0.287297044974834,0.361828708778831,0.999651469980042,0.999999997207625
"LI.M41.1","LI.M41.1","TBA",8.19953549334719,13,0.243901951675184,0.315366749744123,0.999655540120913,0.999999997207625
"LI.M152.0","LI.M152.0","TBA (source: B cells)",17.5314033984478,21,0.296622279961026,0.417414366629709,0.999686126152775,0.999999997207625
"LI.M135.0","LI.M135.0","enriched in plasma membrane proteins (I)",10.2406822190464,15,0.276178724509677,0.341356073968213,0.999710448626165,0.999999997207625
"LI.M225","LI.M225","metabolism of steroids",4.10944333487813,9,0.193796939592667,0.228302407493229,0.999711504491024,0.999999997207625
"LI.M158.1","LI.M158.1","interferon alpha response (II)",4.30405453457811,10,0.188266614720301,0.215202726728905,0.999915535985603,0.999999997207625
"LI.M26.1","LI.M26.1","TBA",14.9262303906502,21,0.266482624228646,0.355386437872625,0.999963922198285,0.999999997207625
"LI.M26.0","LI.M26.0","TBA",23.2894717894895,28,0.303156658823748,0.415883424812312,0.99996632075603,0.999999997207625
"LI.S2","LI.S2","B cell surface signature",198.407505220498,163,0.351489023193099,0.608611979203981,0.999999997207625,0.999999997207625
