"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"LI.M104","LI.M104","TBA",176116,10,0.571786630304211,0.215867849316866,0.297570820173847
"LI.M5.0","LI.M5.0","regulation of antigen presentation and immune response",1244153,77,0.525731475526491,0.217350648076007,0.298425889818645
"LI.M99","LI.M99","TBA",175337,10,0.569257491639882,0.224068498335998,0.305633128612509
"LI.M183","LI.M183","TBA",175309,10,0.569166585500471,0.224366516380281,0.305633128612509
"LI.M158.0","LI.M158.0","interferon alpha response (I)",240597,14,0.558025132318083,0.226057536967766,0.306729050160184
"LI.M90","LI.M90","TBA",162023,12,0.438388151130448,0.229901896735177,0.310726782306137
"LI.M71","LI.M71","enriched in antigen presentation (I)",249816,18,0.450708494354778,0.23447222260792,0.315670774405993
"LI.M224","LI.M224","transmembrane and ion transporters (II)",190158,11,0.561269185360094,0.240786357230393,0.322915037215953
"LI.M151","LI.M151","TBA",134615,10,0.437047498457842,0.245264019593242,0.327650003008733
"LI.M197","LI.M197","TBA",238386,14,0.552897081812236,0.246532333361155,0.3277513158836
"LI.M133.0","LI.M133.0","cell adhesion, membrane",192846,14,0.447274549005237,0.247234374120288,0.3277513158836
"LI.S9","LI.S9","Memory B cell surface signature",573907,35,0.532796427643061,0.250879554346909,0.33131422062607
"LI.S10","LI.S10","Resting dendritic cell surface signature",1057053,72,0.477611232202305,0.255492086083141,0.3357215300291
"LI.M164","LI.M164","xenobiotic metabolism",156091,9,0.563062283112929,0.256157467999082,0.3357215300291
"LI.M210","LI.M210","extracellular matrix, collagen",523503,32,0.531513978686767,0.268549887630804,0.350634947623616
"LI.M85","LI.M85","platelet activation and degranulation",165972,12,0.449073021851359,0.270606882934282,0.350807966092636
"LI.M2.2","LI.M2.2","extracellular matrix (III)",195260,14,0.452873424591449,0.27071019348767,0.350807966092636
"LI.M126","LI.M126","double positive thymocytes",195459,14,0.453334972330329,0.272693953741523,0.35206010445734
"LI.M39","LI.M39","integrin mediated leukocyte migration",170663,10,0.554082659653907,0.276817389003269,0.355012880761225
"LI.M47.4","LI.M47.4","enriched in B cells (V)",186728,11,0.551145218417946,0.278439872476763,0.355012880761225
"LI.M152.2","LI.M152.2","TBA (source: memory B cells)",219016,13,0.547028528326015,0.278522247415635,0.355012880761225
"LI.M202","LI.M202","enriched in extracellular matrix & associated proteins",202833,12,0.548808402870223,0.279085270425009,0.355012880761225
"LI.M111.0","LI.M111.0","viral sensing & immunity; IRF2 targets network (I)",240823,17,0.460026590359467,0.28408318416749,0.360046819494328
"LI.M133.1","LI.M133.1","cell cell adhesion",185219,11,0.546691263282172,0.295868584135894,0.373615073397881
"LI.M108","LI.M108","TBA",124562,9,0.449328687170386,0.299274757086937,0.376542058007564
"LI.M170","LI.M170","TBA",168842,12,0.456838425490005,0.302294237883761,0.378075323873003
"LI.M20","LI.M20","AP-1 transcription factor network",248766,15,0.538524483699182,0.30267879974804,0.378075323873003
"LI.M78","LI.M78","myeloid cell cytokines, metallopeptidases and laminins",184416,11,0.544321133412042,0.305342841091999,0.379804292074372
"LI.M175","LI.M175","cell development",169191,12,0.457782720218189,0.306258374244941,0.379804292074372
"LI.S5","LI.S5","DC surface signature",1174189,79,0.483637638251145,0.307436459695441,0.37990362519508
"LI.M88.1","LI.M88.1","enriched in hepatocyte nuclear factors (I)",199594,12,0.540044590192322,0.315465287717878,0.388437685232689
"LI.M173","LI.M173","erythrocyte differentiation",231298,14,0.536457632700773,0.318315348503893,0.388501361331622
"LI.M178","LI.M178","enriched for promoter motif NATCACGTGAY (putative SREBF1 targets)",167266,10,0.543053796954644,0.318631599911979,0.388501361331622
"LI.M41.3","LI.M41.3","TBA",167246,10,0.542988863997922,0.318885510457169,0.388501361331622
"LI.M172","LI.M172","enriched for TF motif TTCNRGNNNNTTC",141072,10,0.458011103535599,0.322806409867574,0.390794244989914
"LI.M36","LI.M36","T cell surface, activation",170646,12,0.461719536348583,0.323026456841374,0.390794244989914
"LI.M117","LI.M117","cell adhesion (GO)",305266,21,0.472116797352263,0.329077533912791,0.396727619281623
"LI.M43.0","LI.M43.0","myeloid, dendritic cell activation via NFkB (I)",245965,15,0.532460925661341,0.331642800701148,0.396811844223763
"LI.M217","LI.M217","TBA (source: B cells)",141784,10,0.460322716794909,0.331945458501067,0.396811844223763
"LI.M154.0","LI.M154.0","amino acid metabolism and transport",482789,30,0.522821437466836,0.332587961921651,0.396811844223763
"LI.M154.1","LI.M154.1","transmembrane transport (SLC cluster)",277319,17,0.529742233972241,0.335539965327293,0.398958171832451
"LI.M50","LI.M50","CD1 and other DC receptors",165416,10,0.537047498457842,0.34246506655702,0.40579764735866
"LI.M135.1","LI.M135.1","enriched in plasma membrane proteins (II)",232200,16,0.471261568436434,0.345282857647113,0.407740166368263
"LI.M27.0","LI.M27.0","chemokine cluster (I)",382517,26,0.477901325570645,0.348209738055123,0.409797854990043
"LI.M77","LI.M77","collagen, TGFB family et al",542682,34,0.518609198236269,0.353583284232834,0.414711241845968
"LI.M26.0","LI.M26.0","TBA",413809,28,0.480099173477012,0.357702827736497,0.418077092775734
"LI.M37.0","LI.M37.0","immune activation - generic cluster",4851367,322,0.494157143325696,0.358942667730841,0.418077092775734
"LI.M168","LI.M168","enriched in dendritic cells",274884,17,0.525090831292574,0.360077958517828,0.418077092775734
"LI.M88.2","LI.M88.2","enriched in hepatocyte nuclear factors (II)",179762,11,0.530584415584416,0.362680597988941,0.419690591652755
"LI.M35.0","LI.M35.0","signaling in T cells (I)",204361,14,0.47398169580525,0.368006194617878,0.424433811125953
"LI.M0","LI.M0","targets of FOSL1/2",174707,12,0.47270744721149,0.371673114956083,0.427238863039218
"LI.M247","LI.M247","enriched in nuclear pore complex interacting proteins",83356,5,0.541167305070441,0.374929843811955,0.429555383969988
"LI.M142","LI.M142","transmembrane and ion transporters (I)",145561,10,0.472585305671894,0.381996461058531,0.434563069788801
"LI.M74","LI.M74","transcriptional targets of glucocorticoid receptor",193991,12,0.524884465945864,0.382647678031329,0.434563069788801
"LI.M86.1","LI.M86.1","proinflammatory dendritic cell, myeloid cell response",190650,13,0.476179771913261,0.383068601981457,0.434563069788801
"LI.M4.14","LI.M4.14","Rho GTPase cycle",145766,10,0.473250868478296,0.384779433827022,0.434732755582298
"LI.M149","LI.M149","TBA",162174,10,0.526521866173176,0.385731086600479,0.434732755582298
"LI.M113","LI.M113","golgi membrane (I)",131031,9,0.472664112719953,0.388198281782065,0.436092874988943
"LI.M29","LI.M29","proinflammatory cytokines and chemokines",146896,10,0.4769195805331,0.400222816241704,0.448145936633106
"LI.M84","LI.M84","integrins and cell adhesion",160984,10,0.522658355248206,0.402010043308198,0.448695080595601
"LI.M49","LI.M49","transcription regulation in cell development",721811,46,0.510045294271441,0.406785161142722,0.452564841657176
"LI.M3","LI.M3","regulation of signal transduction",678509,45,0.49008573678014,0.408965759440926,0.453532540918463
"LI.M145.1","LI.M145.1","cytoskeleton/actin (SRF transcription targets)",222598,14,0.516279414970846,0.416467459166947,0.460376168919373
"LI.M131","LI.M131","TBA",206580,13,0.515967570321749,0.420985105860981,0.46237420980901
"LI.M112.1","LI.M112.1","complement activation (II)",159612,10,0.518203954417064,0.420990201979456,0.46237420980901
"LI.M179","LI.M179","enriched for TF motif PAX3",148491,10,0.482097983831694,0.422283960403604,0.46237420980901
"LI.M1.0","LI.M1.0","integrin cell surface interactions (I)",437271,29,0.489841801859125,0.424891225493617,0.463402335877215
"LI.M225","LI.M225","metabolism of steroids",143576,9,0.51791730695698,0.426162328655602,0.463402335877215
"LI.M95.0","LI.M95.0","enriched in antigen presentation (II)",361455,24,0.489187806541722,0.427240881921479,0.463402335877215
"LI.M155","LI.M155","G protein coupled receptors cluster",158983,10,0.516161812928152,0.429756392062549,0.464301227725923
"LI.M139","LI.M139","lysosomal/endosomal proteins",174546,11,0.515188902007084,0.430753451156131,0.464301227725923
"LI.M200","LI.M200","antigen processing and presentation",127443,8,0.517169593870727,0.433219842866968,0.465333091519388
"LI.M1.1","LI.M1.1","integrin cell surface interactions (II)",189883,12,0.513769386451941,0.434400544973301,0.465333091519388
"LI.M122","LI.M122","enriched for cell migration",173939,11,0.513397284533648,0.438853694029794,0.468475223031254
"LI.M32.5","LI.M32.5","TBA",235950,15,0.510780620859852,0.442519219156838,0.468475223031254
"LI.M40","LI.M40","complement and other receptors in DCs",204795,13,0.511509238861664,0.442867859813562,0.468475223031254
"LI.M82","LI.M82","signal transduction, plasma membrane",204656,13,0.511162063470655,0.444580130345642,0.468475223031254
"LI.M121","LI.M121","TBA",157829,10,0.512415181325282,0.445926672985103,0.468475223031254
"LI.M174","LI.M174","TBA",359811,23,0.508118634589422,0.446380012806615,0.468475223031254
"LI.M141","LI.M141","TBA",390770,25,0.507724290261807,0.446811628902641,0.468475223031254
"LI.M2.0","LI.M2.0","extracellular matrix (I)",467578,30,0.506349154781629,0.452084786376475,0.472572012345197
"LI.M88.0","LI.M88.0","leukocyte migration",714554,46,0.504917360919735,0.454050018864186,0.473196706406651
"LI.M206","LI.M206","Wnt signaling pathway",212457,14,0.492759034970939,0.462627756784207,0.480688299841848
"LI.M119","LI.M119","enriched in activated dendritic cells (I)",171800,11,0.507083825265643,0.467580154104697,0.484379441078519
"LI.M176","LI.M176","TBA",156001,10,0.506480309080874,0.471715679847421,0.487204851424501
"LI.M158.1","LI.M158.1","interferon alpha response (II)",155515,10,0.504902438232525,0.478596591017687,0.492274687992843
"LI.M184.1","LI.M184.1","TBA",167881,11,0.49551652892562,0.479469855068174,0.492274687992843
"LI.M98.0","LI.M98.0","TBA",217105,14,0.503539305776537,0.481715520598982,0.49311707138239
"LI.M21","LI.M21","cell adhesion (lymphocyte homing)",139666,9,0.503812883723279,0.484206221596278,0.494204580154313
"LI.M244","LI.M244","TBA",137759,9,0.496933821036152,0.487299522901541,0.495898926246862
"LI.M177.0","LI.M177.0","TBA",506615,33,0.498796858046972,0.490458522347255,0.495933026460131
"LI.M52","LI.M52","T cell activation (IV)",184070,12,0.49804106193924,0.490631276442122,0.495933026460131
"LI.M203","LI.M203","TBA",200860,13,0.50168092833201,0.491633029120882,0.495933026460131
"LI.M9","LI.M9","B cell development",169704,11,0.500897284533648,0.495894934655113,0.497113184959825
"LI.M4.3","LI.M4.3","myeloid cell enriched receptors and transporters",461355,30,0.499610149117962,0.49705467174412,0.497113184959825
"LI.M208","LI.M208","TBA",153801,10,0.499337683841434,0.497113184959825,0.497113184959825
